;; Original version courtesy of University of Pittsburgh opin@cs.pitts.edu
;; released under GNU LESSER GENERAL PUBLIC LICENSE
;; Version 2.1, February 1999
;; remove this license header to use in Sigma (http://sigmakee.sourceforge.net)

"type","word","POS","stemmed","polarity",,
"strong","skillfully","adverb","n","positive",,
"weak","skimpy","adj","n","negative",,
"strong","skittish","adj","n","negative",,
"strong","skittish","anypos","y","negative",,
"strong","skittishly","anypos","n","negative",,
"strong","skulk","verb","y","negative",,
"weak","slack","adj","n","negative",,
"strong","slander","noun","n","negative",,
"strong","slander","verb","y","negative",,
"strong","slanderer","noun","n","negative",,
"strong","slanderous","adj","n","negative",,
"strong","slanderously","anypos","n","negative",,
"strong","slanders","adj","n","negative",,
"strong","slanders","noun","n","negative",,
"strong","slap","verb","y","negative",,
"strong","slashing","adj","n","negative",,
"strong","slashing","noun","n","negative",,
"weak","slaughter","adj","n","negative",,
"weak","slaughter","noun","n","negative",,
"weak","slaughter","verb","y","negative",,
"weak","slaughtered","adj","n","negative",,
"strong","slaves","adj","n","negative",,
"strong","slaves","noun","n","negative",,
"strong","sleazy","adj","n","negative",,
"weak","sleek","adj","n","positive",,
"weak","sleepy","adj","n","neutral",,
"weak","slender","adj","n","positive",,
"weak","slight","adj","n","negative",,
"weak","slight","noun","n","negative",,
"weak","slight","verb","y","negative",,
"weak","slightly","adverb","n","negative",,
"weak","slim","adj","n","positive",,
"weak","slim","noun","n","positive",,
"strong","slime","noun","n","negative",,
"strong","sloppy","adj","n","negative",,
"strong","sloppily","adverb","n","negative",,
"strong","sloth","noun","n","negative",,
"strong","slothful","adj","n","negative",,
"weak","slow","adj","n","negative",,
"weak","slowly","adverb","n","negative",,
"weak","slow-moving","adj","n","negative",,
"weak","slug","noun","n","negative",,
"weak","sluggish","adj","n","negative",,
"weak","slump","adj","n","negative",,
"weak","slump","noun","n","negative",,
"strong","slur","noun","n","negative",,
"strong","sly","adj","n","negative",,
"strong","smack","adj","n","negative",,
"strong","smack","noun","n","negative",,
"strong","smart","adj","n","positive",,
"strong","smart","verb","y","positive",,
"strong","smarter","adj","n","positive",,
"strong","smartest","anypos","n","positive",,
"strong","smartly","anypos","n","positive",,
"weak","smash","noun","n","negative",,
"weak","smash","verb","y","negative",,
"weak","smear","verb","y","negative",,
"weak","smelling","anypos","y","negative",,
"strong","smile","noun","n","positive",,
"strong","smile","verb","y","positive",,
"strong","smiling","adj","n","positive",,
"strong","smilingly","adverb","n","positive",,
"strong","smitten","verb","y","positive",,
"strong","smokescreen","adj","n","negative",,
"strong","smokescreen","noun","n","negative",,
"strong","smolder","verb","y","negative",,
"strong","smoldering","adj","n","negative",,
"weak","smooth","adj","n","positive",,
"strong","smother","verb","y","negative",,
"strong","smoulder","verb","y","negative",,
"strong","smouldering","anypos","n","negative",,
"strong","smug","adj","n","negative",,
"strong","smugly","adverb","n","negative",,
"strong","smut","noun","n","negative",,
"strong","smuttier","adj","n","negative",,
"strong","smuttiest","adj","n","negative",,
"strong","smutty","adj","n","negative",,
"weak","snare","noun","n","negative",,
"weak","snarl","noun","n","negative",,
"weak","snarl","verb","y","negative",,
"weak","snatch","verb","y","negative",,
"weak","sneak","noun","n","negative",,
"weak","sneak","verb","y","negative",,
"weak","sneakily","adverb","n","negative",,
"weak","sneaky","adj","n","negative",,
"strong","sneer","noun","n","negative",,
"strong","sneer","verb","y","negative",,
"strong","sneering","anypos","n","negative",,
"strong","sneeringly","anypos","n","negative",,
"strong","snub","verb","y","negative",,
"weak","so","anypos","y","neutral",,
"strong","so-cal","adj","n","negative",,
"strong","so-called","anypos","n","negative",,
"strong","sob","verb","y","negative",,
"strong","sober","adj","n","negative",,
"weak","sober","verb","y","negative",,
"strong","sobering","adj","n","negative",,
"strong","sociable","adj","n","positive",,
"weak","soft-spoken","adj","n","positive",,
"strong","soften","adj","n","positive",,
"strong","soften","noun","n","positive",,
"strong","soften","verb","y","positive",,
"strong","solace","verb","y","positive",,
"weak","solemn","adj","n","negative",,
"weak","solemn","noun","n","negative",,
"strong","solicitous","anypos","n","positive",,
"strong","solicitously","anypos","n","positive",,
"strong","solicitude","noun","n","positive",,
"weak","solid","adj","n","positive",,
"weak","solid","noun","n","positive",,
"strong","solidarity","adj","n","positive",,
"strong","solidarity","noun","n","positive",,
"strong","soliloquize","verb","y","neutral",,
"strong","somber","adj","n","negative",,
"strong","soothe","verb","y","positive",,
"strong","soothingly","anypos","n","positive",,
"strong","sophisticated","adj","n","positive",,
"strong","sore","adj","n","negative",,
"strong","sore","noun","n","negative",,
"strong","sorely","anypos","n","negative",,
"weak","soreness","noun","n","negative",,
"strong","sorrow","noun","n","negative",,
"weak","sorrow","verb","y","negative",,
"strong","sorrowful","anypos","n","negative",,
"strong","sorrowfully","anypos","n","negative",,
"strong","sorry","adj","n","negative",,
"weak","sound","adj","n","positive",,
"weak","sounding","anypos","n","negative",,
"weak","soundness","noun","n","positive",,
"weak","sour","adj","n","negative",,
"weak","sourly","adj","n","negative",,
"weak","sovereignty","adj","n","neutral",,
"weak","sovereignty","noun","n","neutral",,
"weak","spacious","adj","n","positive",,
"strong","spade","adj","n","negative",,
"strong","spade","noun","n","negative",,
"strong","spank","verb","y","negative",,
"weak","spare","verb","y","positive",,
"weak","sparing","adj","n","positive",,
"weak","sparingly","adverb","n","positive",,
"strong","sparkle","anypos","y","positive",,
"weak","sparkling","adj","n","positive",,
"weak","specific","adj","n","neutral",,
"weak","specifically","anypos","n","neutral",,
"weak","special","adj","n","positive",,
"strong","spectacular","adj","n","positive",,
"strong","spectacularly","anypos","n","positive",,
"weak","speculate","verb","y","neutral",,
"weak","speculation","adj","n","neutral",,
"weak","speculation","noun","n","neutral",,
"weak","speedy","adj","n","positive",,
"strong","spellbind","verb","y","positive",,
"strong","spellbinding","anypos","n","positive",,
"strong","spellbindingly","anypos","n","positive",,
"strong","spellbound","verb","y","positive",,
"strong","spilling","adj","n","negative",,
"strong","spilling","noun","n","negative",,
"weak","spinster","noun","n","negative",,
"weak","spirit","adj","n","positive",,
"weak","spirit","noun","n","positive",,
"weak","spirited","adj","n","positive",,
"strong","spiritless","adj","n","negative",,
"strong","spiritual","adj","n","positive",,
"strong","spiritual","noun","n","positive",,
"strong","spite","noun","n","negative",,
"strong","spiteful","adj","n","negative",,
"strong","spitefully","anypos","n","negative",,
"strong","spitefulness","noun","n","negative",,
"strong","splayed-finger","adj","n","neutral",,
"strong","splayed-finger","noun","n","neutral",,
"strong","splendid","adj","n","positive",,
"strong","splendidly","anypos","n","positive",,
"strong","splendor","noun","n","positive",,
"weak","split","noun","n","negative",,
"weak","split","verb","y","negative",,
"weak","splitting","adj","n","negative",,
"strong","spoil","verb","y","negative",,
"strong","spook","verb","y","negative",,
"strong","spookier","adj","n","negative",,
"strong","spookiest","adj","n","negative",,
"strong","spookily","anypos","n","negative",,
"strong","spooky","adj","n","negative",,
"strong","spooky","anypos","n","negative",,
"strong","spoon-fed","anypos","n","negative",,
"strong","spoon-feed","verb","y","negative",,
"strong","spoonfed","anypos","n","negative",,
"weak","sporadic","adj","n","negative",,
"weak","spot","adj","n","negative",,
"strong","spotless","adj","n","positive",,
"weak","spotty","adj","n","negative",,
"strong","sprightly","adj","n","positive",,
"strong","spur","verb","y","positive",,
"strong","spurious","adj","n","negative",,
"strong","spurn","verb","y","negative",,
"strong","sputter","verb","y","negative",,
"strong","squabble","verb","y","negative",,
"strong","squabbling","anypos","n","negative",,
"strong","squander","verb","y","negative",,
"strong","squarely","adj","n","positive",,
"strong","squash","verb","y","negative",,
"strong","squirm","verb","y","negative",,
"weak","stab","verb","y","negative",,
"weak","stability","adj","n","positive",,
"weak","stability","noun","n","positive",,
"weak","stabilize","verb","y","positive",,
"weak","stable","adj","n","positive",,
"weak","stable","noun","n","positive",,
"weak","stagger","verb","y","negative",,
"strong","staggering","adj","n","negative",,
"strong","staggeringly","anypos","n","negative",,
"weak","stagnant","adj","n","negative",,
"strong","stagnate","verb","y","negative",,
"strong","stagnation","noun","n","negative",,
"strong","staid","adj","n","negative",,
"weak","stain","verb","y","negative",,
"weak","stainless","adj","n","positive",,
"weak","stake","adj","n","negative",,
"weak","stake","noun","n","negative",,
"strong","stale","adj","n","negative",,
"strong","stalemate","noun","n","negative",,
"strong","stammer","verb","y","negative",,
"weak","stampede","adj","n","negative",,
"weak","stampede","noun","n","negative",,
"weak","stance","adj","n","neutral",,
"weak","stance","noun","n","neutral",,
"weak","stances","adj","n","neutral",,
"weak","stances","noun","n","neutral",,
"weak","stand","verb","y","positive",,
"weak","stands","adj","n","neutral",,
"weak","stands","noun","n","neutral",,
"strong","standstill","noun","n","negative",,
"strong","star","adj","n","positive",,
"strong","star","noun","n","positive",,
"strong","stark","adj","n","negative",,
"strong","starkly","anypos","n","negative",,
"strong","stars","adj","n","positive",,
"strong","stars","noun","n","positive",,
"strong","startle","verb","y","negative",,
"strong","startling","anypos","n","negative",,
"strong","startlingly","anypos","n","negative",,
"weak","starvation","noun","n","negative",,
"weak","starve","verb","y","negative",,
"strong","stately","adj","n","positive",,
"weak","statements","adj","n","neutral",,
"weak","statements","noun","n","neutral",,
"weak","static","adj","n","negative",,
"strong","statuesque","adj","n","positive",,
"strong","staunch","adj","n","positive",,
"strong","staunchly","anypos","n","positive",,
"strong","staunchness","noun","n","positive",,
"strong","steadfast","adj","n","positive",,
"strong","steadfastly","adverb","n","positive",,
"strong","steadfastness","noun","n","positive",,
"weak","steadiness","noun","n","positive",,
"weak","steady","adj","n","positive",,
"weak","steal","verb","y","negative",,
"weak","stealing","noun","n","negative",,
"weak","steep","adj","n","negative",,
"weak","steeply","adverb","n","negative",,
"strong","stellar","adj","n","positive",,
"strong","stellarly","anypos","n","positive",,
"strong","stench","anypos","n","negative",,
"strong","stereotype","noun","n","negative",,
"strong","stereotypical","anypos","n","negative",,
"strong","stereotypically","anypos","n","negative",,
"strong","stern","adj","n","negative",,
"strong","stern","noun","n","negative",,
"strong","stew","verb","y","negative",,
"weak","sticky","adj","n","negative",,
"weak","stiff","adj","n","negative",,
"strong","stifle","verb","y","negative",,
"strong","stifling","anypos","n","negative",,
"strong","stiflingly","anypos","n","negative",,
"strong","stigma","noun","n","negative",,
"strong","stigma","verb","y","negative",,
"strong","stigmatize","verb","y","negative",,
"weak","still","anypos","y","neutral",,
"weak","stimulate","verb","y","positive",,
"strong","stimulating","anypos","n","positive",,
"weak","stimulative","adj","n","positive",,
"strong","sting","adj","n","negative",,
"weak","sting","noun","n","negative",,
"weak","sting","verb","y","negative",,
"strong","stinging","adj","n","negative",,
"strong","stingingly","adj","n","negative",,
"strong","stink","noun","n","negative",,
"strong","stink","verb","y","negative",,
"strong","stinking","anypos","n","negative",,
"strong","stir","adj","n","neutral",,
"strong","stir","noun","n","neutral",,
"weak","stir","verb","y","neutral",,
"strong","stirring","adj","n","positive",,
"strong","stirringly","anypos","n","positive",,
"strong","stodgy","adj","n","negative",,
"weak","stole","verb","n","negative",,
"weak","stolen","adj","n","negative",,
"weak","stolen","verb","n","negative",,
"weak","stood","verb","y","positive",,
"strong","stooge","anypos","n","negative",,
"strong","stooges","adj","n","negative",,
"strong","stooges","noun","n","negative",,
"weak","storm","verb","y","negative",,
"weak","stormy","adj","n","negative",,
"weak","straggle","verb","y","negative",,
"weak","straggler","noun","n","negative",,
"weak","straight","adj","n","positive",,
"strong","straightforward","adj","n","positive",,
"weak","strain","noun","n","negative",,
"weak","strain","verb","y","negative",,
"weak","strained","adj","n","negative",,
"strong","strange","adj","n","negative",,
"strong","strange","anypos","y","negative",,
"strong","strangely","anypos","y","negative",,
"strong","stranger","anypos","y","negative",,
"strong","strangest","anypos","y","negative",,
"weak","strangle","verb","y","negative",,
"weak","streamlined","adj","n","positive",,
"weak","strength","adj","n","neutral",,
"weak","strength","noun","n","neutral",,
"weak","strenuous","adj","n","negative",,
"strong","stress","noun","n","negative",,
"strong","stress","verb","y","negative",,
"strong","stressful","adj","n","negative",,
"strong","stressfully","adverb","n","negative",,
"strong","stricken","adj","n","negative",,
"strong","strict","adj","n","negative",,
"strong","strictly","adverb","n","negative",,
"strong","stride","adj","n","positive",,
"strong","stride","noun","n","positive",,
"strong","strident","adj","n","negative",,
"strong","stridently","adverb","n","negative",,
"weak","strides","adj","n","positive",,
"weak","strides","noun","n","positive",,
"strong","strife","noun","n","negative",,
"weak","strike","verb","y","negative",,
"strong","striking","adj","n","positive",,
"strong","strikingly","anypos","n","positive",,
"weak","stringent","adj","n","negative",,
"weak","stringently","adverb","n","negative","mpqapolarity","strongneg"
"strong","striving","adj","n","positive",,
"strong","striving","noun","n","positive",,
"weak","strong","adj","n","positive",,
"weak","stronger-than-expected","adj","n","neutral",,
"weak","struck","verb","y","negative",,
"strong","struggle","adj","n","negative",,
"strong","struggle","noun","n","negative",,
"strong","strut","verb","y","negative",,
"strong","stubborn","adj","n","negative",,
"strong","stubbornly","adverb","n","negative",,
"strong","stubbornness","noun","n","negative",,
"strong","studious","adj","n","positive",,
"strong","studiously","adverb","n","positive",,
"weak","stuffed","adj","n","neutral",,
"strong","stuffy","adj","n","negative",,
"weak","stumble","anypos","y","negative",,
"weak","stump","verb","y","negative",,
"weak","stun","verb","y","negative",,
"strong","stunned","adj","n","positive",,
"strong","stunning","adj","n","positive",,
"strong","stunningly","anypos","n","positive",,
"weak","stunt","noun","n","negative",,
"weak","stunted","adj","n","negative",,
"weak","stupefy","verb","y","neutral",,
"strong","stupendous","adj","n","positive",,
"strong","stupendously","anypos","n","positive",,
"strong","stupid","anypos","n","negative",,
"strong","stupidity","noun","n","negative",,
"strong","stupidly","anypos","n","negative",,
"strong","stupified","adj","n","negative",,
"strong","stupify","verb","y","negative",,
"strong","stupor","noun","n","negative",,
"weak","sturdy","adj","n","positive",,
"strong","sty","adj","n","negative",,
"strong","sty","noun","n","negative",,
"strong","stylish","adj","n","positive",,
"strong","stylishly","adverb","n","positive",,
"strong","suave","adj","n","positive",,
"weak","subdued","adj","n","negative",,
"weak","subjected","anypos","n","negative",,
"weak","subjection","noun","n","negative",,
"strong","subjugate","noun","n","negative",,
"strong","subjugate","verb","y","negative",,
"strong","subjugation","noun","n","negative",,
"strong","sublime","adj","n","positive",,
"weak","submissive","adj","n","negative",,
"weak","subordinate","adj","n","negative",,
"weak","subordinate","noun","n","negative",,
"weak","subscribe","verb","y","positive",,
"strong","subservience","noun","n","negative",,
"strong","subservient","adj","n","negative",,
"weak","subside","verb","y","negative",,
"weak","substandard","adj","n","negative",,
"weak","substantial","adj","n","positive",,
"weak","substantially","adverb","n","positive",,
"weak","substantive","adj","n","positive",,
"weak","subtle","adj","n","positive",,
"weak","subtract","verb","y","negative",,
"weak","subversion","noun","n","negative",,
"weak","subversive","adj","n","negative",,
"weak","subversively","adverb","n","negative",,
"weak","subvert","verb","y","negative",,
"weak","succeed","verb","y","positive",,
"weak","success","adj","n","positive",,
"weak","success","noun","n","positive",,
"weak","successful","adj","n","positive",,
"weak","successfully","adverb","n","positive",,
"strong","succumb","verb","y","negative",,
"weak","such","anypos","y","neutral",,
"strong","sucker","noun","n","negative",,
"weak","suffer","verb","y","negative",,
"strong","sufferer","noun","n","negative",,
"strong","sufferers","adj","n","negative",,
"strong","sufferers","noun","n","negative",,
"strong","suffering","adj","n","negative",,
"strong","suffering","noun","n","negative",,
"weak","suffice","verb","y","positive",,
"weak","sufficient","adj","n","positive",,
"weak","sufficiently","adverb","n","positive",,
"strong","suffocate","verb","y","negative",,
"strong","sugar-coat","verb","y","negative",,
"strong","sugar-coated","anypos","n","negative",,
"strong","sugarcoated","anypos","n","negative",,
"weak","suggest","anypos","y","positive",,
"weak","suggestions","adj","n","positive",,
"weak","suggestions","noun","n","positive",,
"weak","suicidal","adj","n","negative",,
"weak","suicide","noun","n","negative",,
"weak","suit","verb","y","positive",,
"weak","suitable","adj","n","positive",,
"strong","sulk","verb","y","negative",,
"strong","sullen","adj","n","negative",,
"strong","sully","verb","y","negative",,
"strong","sumptuous","adj","n","positive",,
"strong","sumptuously","adverb","n","positive",,
"strong","sumptuousness","noun","n","positive",,
"strong","sunder","verb","y","negative",,
"weak","sunny","adj","n","positive",,
"strong","super","anypos","n","positive",,
"strong","superb","anypos","n","positive",,
"strong","superbly","anypos","n","positive",,
"strong","superficial","adj","n","negative",,
"strong","superficial","noun","n","negative",,
"strong","superficiality","noun","n","negative",,
"strong","superficially","adverb","n","negative",,
"strong","superfluous","adj","n","negative",,
"weak","superior","adj","n","positive",,
"strong","superiority","adj","n","negative",,
"strong","superiority","noun","n","negative",,
"strong","superlative","adj","n","positive",,
"strong","superstition","noun","n","negative",,
"strong","superstitious","noun","n","negative",,
"strong","support","adj","n","positive",,
"strong","support","noun","n","positive",,
"weak","support","verb","y","positive",,
"strong","supporter","adj","n","positive",,
"strong","supporter","noun","n","positive",,
"strong","supportive","adj","n","positive",,
"strong","supportive","noun","n","positive",,
"strong","suppose","verb","y","neutral",,
"weak","supposed","anypos","y","negative",,
"strong","supposing","anypos","n","neutral",,
"weak","suppress","verb","y","negative",,
"weak","suppression","adj","n","negative",,
"weak","suppression","noun","n","negative",,
"strong","supremacy","adj","n","negative",,
"strong","supremacy","noun","n","negative",,
"strong","supreme","adj","n","positive",,
"strong","supremely","adverb","n","positive",,
"strong","supurb","adj","n","positive",,
"strong","supurbly","anypos","n","positive",,
"strong","sure","anypos","n","positive",,
"strong","surely","anypos","y","positive",,
"strong","surge","noun","n","positive",,
"strong","surging","adj","n","positive",,
"strong","surmise","verb","y","positive",,
"strong","surmount","verb","y","positive",,
"strong","surpass","verb","y","positive",,
"strong","surprise","adj","n","neutral",,
"strong","surprise","noun","n","neutral",,
"strong","surprise","verb","y","neutral",,
"strong","surprising","anypos","y","neutral",,
"strong","surprisingly","anypos","y","neutral",,
"weak","surrender","adj","n","negative",,
"weak","surrender","noun","n","negative",,
"weak","survival","noun","n","positive",,
"weak","survive","verb","y","positive",,
"weak","survivor","noun","n","positive",,
"weak","susceptible","adj","n","negative",,
"weak","suspect","adj","n","negative",,
"weak","suspect","noun","n","negative",,
"weak","suspicion","adj","n","negative",,
"weak","suspicion","noun","n","negative",,
"strong","suspicions","adj","n","negative",,
"strong","suspicions","noun","n","negative",,
"strong","suspicious","adj","n","negative",,
"strong","suspicious","anypos","n","negative",,
"strong","suspicious","anypos","y","negative",,
"strong","suspiciously","anypos","n","negative",,
"weak","sustainability","adj","n","positive",,
"weak","sustainability","noun","n","positive",,
"weak","sustainable","adj","n","positive",,
"weak","sustainable","noun","n","positive",,
"weak","sustained","adj","n","positive",,
"strong","swagger","verb","y","negative",,
"strong","swamped","anypos","n","negative",,
"strong","swear","verb","n","negative",,
"strong","sweeping","adj","n","positive",,
"weak","sweet","adj","n","positive",,
"weak","sweeten","verb","y","positive",,
"weak","sweetheart","noun","n","positive",,
"weak","sweetly","adverb","n","positive",,
"weak","sweetness","noun","n","positive",,
"weak","swift","adj","n","positive",,
"weak","swiftness","noun","n","positive",,
"strong","swindle","verb","y","negative",,
"weak","swing","adj","n","neutral",,
"weak","swing","noun","n","neutral",,
"strong","swipe","adj","n","negative",,
"strong","swipe","noun","n","negative",,
"weak","swoon","verb","y","negative",,
"strong","swore","verb","n","negative",,
"strong","sworn","adj","n","positive",,
"strong","sympathetic","adj","n","negative",,
"strong","sympathetic","noun","n","negative",,
"strong","sympathetically","anypos","n","negative",,
"strong","sympathies","adj","n","negative",,
"strong","sympathies","noun","n","negative",,
"strong","sympathize","verb","y","negative",,
"strong","sympathy","adj","n","negative",,
"strong","sympathy","noun","n","negative",,
"weak","symptom","noun","n","negative",,
"weak","syndrome","adj","n","negative",,
"weak","syndrome","noun","n","negative",,
"weak","systematic","adj","n","neutral",,
"strong","taboo","adj","n","negative",,
"strong","taboo","noun","n","negative",,
"strong","tact","noun","n","positive",,
"strong","taint","verb","y","negative",,
"strong","tainted","anypos","n","negative",,
"weak","tale","adj","n","neutral",,
"weak","tale","noun","n","neutral",,
"strong","talent","adj","n","positive",,
"strong","talent","noun","n","positive",,
"strong","talented","adj","n","positive",,
"weak","tall","adj","n","neutral",,
"weak","tamper","verb","y","negative",,
"weak","tangled","adj","n","negative",,
"weak","tantalize","verb","y","positive",,
"strong","tantalizing","anypos","n","positive",,
"strong","tantalizingly","anypos","n","positive",,
"strong","tantamount","anypos","n","neutral",,
"strong","tantrum","noun","n","negative",,
"weak","tardy","adj","n","negative",,
"weak","tarnish","verb","y","negative",,
"weak","taste","noun","n","positive",,
"weak","taste","verb","y","neutral",,
"strong",1,"tattered","anypos","n","priorpolarity","negative"
"strong","taunt","noun","n","negative",,
"strong","taunt","verb","y","negative",,
"strong","taunting","anypos","n","negative",,
"strong","tauntingly","anypos","n","negative",,
"strong","taunts","noun","n","negative",,
"strong","tawdry","adj","n","negative",,
"weak","tease","verb","y","negative",,
"strong","teasingly","anypos","n","negative",,
"weak","taxing","anypos","n","negative",,
"strong","tedious","adj","n","negative",,
"strong","tediously","adverb","n","negative",,
"strong","temerity","noun","n","negative",,
"strong","temper","noun","n","negative",,
"weak","temper","verb","y","negative",,
"weak","temperance","noun","n","positive",,
"weak","temperate","adj","n","positive",,
"weak","tempest","noun","n","negative",,
"strong","tempt","verb","y","positive",,
"strong","temptation","noun","n","negative",,
"strong","tempting","anypos","y","positive",,
"strong","temptingly","anypos","y","positive",,
"strong","tenacious","adj","n","positive",,
"strong","tenaciously","anypos","n","positive",,
"strong","tenacity","noun","n","positive",,
"weak","tendency","adj","n","neutral",,
"weak","tendency","noun","n","neutral",,
"weak","tender","adj","n","positive",,
"weak","tenderly","adverb","n","positive",,
"weak","tenderness","noun","n","positive",,
"weak","tense","adj","n","negative",,
"weak","tension","adj","n","negative",,
"weak","tension","noun","n","negative",,
"weak","tentative","adj","n","negative",,
"weak","tentatively","adverb","n","negative",,
"weak","tenuous","adj","n","negative",,
"weak","tenuously","adverb","n","negative",,
"weak","tepid","adj","n","negative",,
"strong","terrible","adj","n","negative",,
"strong","terrible","anypos","y","negative",,
"strong","terribleness","noun","n","negative",,
"strong","terribly","anypos","n","negative",,
"strong","terrific","adj","n","positive",,
"strong","terrific","anypos","y","positive",,
"strong","terrifically","anypos","n","positive",,
"strong","terrified","adj","n","positive",,
"strong","terrify","verb","y","positive",,
"strong","terrifying","adj","n","positive",,
"strong","terrifying","anypos","n","positive",,
"strong","terrifyingly","anypos","n","positive",,
"strong","terror","noun","n","negative",,
"strong","terror-genic","adj","n","negative",,
"strong","terror-genic","noun","n","negative",,
"weak","terrorism","noun","n","negative",,
"strong","terrorize","verb","y","negative",,
"strong","thank","verb","y","positive",,
"strong","thankful","anypos","n","positive",,
"strong","thankfully","anypos","n","positive",,
"strong","thankless","anypos","n","negative",,
"strong","theoretize","verb","y","neutral",,
"strong","therefore","anypos","y","neutral",,
"strong","think","verb","y","neutral",,
"strong","thinkable","adj","n","positive",,
"strong","thinkable","noun","n","positive",,
"strong","thinking","adj","n","neutral",,
"strong","thinking","noun","n","neutral",,
"strong","thirst","noun","n","negative",,
"strong","thirst","verb","y","negative",,
"strong","thorny","adj","n","negative",,
"strong","thorny","noun","n","negative",,
"weak","thorough","adj","n","positive",,
"strong","though","anypos","n","neutral",,
"weak","thought","adj","n","neutral",,
"weak","thought","noun","n","neutral",,
"strong","thoughtful","adj","n","positive",,
"strong","thoughtfully","adverb","n","positive",,
"strong","thoughtfulness","noun","n","positive",,
"strong","thoughtless","adj","n","negative",,
"strong","thoughtlessly","anypos","n","negative",,
"strong","thoughtlessness","noun","n","negative",,
"weak","thrash","verb","y","negative",,
"weak","threat","adj","n","negative",,
"weak","threat","noun","n","negative",,
"weak","threaten","verb","y","negative",,
"weak","threatening","adj","n","negative",,
"weak","threatening","noun","n","negative",,
"weak","threats","adj","n","negative",,
"weak","threats","noun","n","negative",,
"weak","thrift","noun","n","positive",,
"weak","thrifty","adj","n","positive",,
"strong","thrill","noun","n","positive",,
"strong","thrill","verb","y","positive",,
"strong","thrilling","anypos","n","positive",,
"strong","thrillingly","anypos","n","positive",,
"strong","thrills","noun","n","positive",,
"weak","thrive","verb","y","positive",,
"weak","thriving","adj","n","positive",,
"strong","throttle","verb","y","negative",,
"weak","throw","verb","y","negative",,
"weak","thumb","verb","y","negative",,
"weak","thumbs","adj","n","negative",,
"weak","thumbs","noun","n","negative",,
"strong","thus","anypos","y","neutral",,
"strong","thusly","anypos","n","neutral",,
"strong","thwart","verb","y","negative",,
"weak","tickle","verb","y","positive",,
"strong","tidy","adj","n","positive",,
"strong","time-honored","adj","n","positive",,
"weak","timely","adj","n","positive",,
"strong","timid","adj","n","negative",,
"strong","timidity","noun","n","negative",,
"strong","timidly","adverb","n","negative",,
"strong","timidness","noun","n","negative",,
"strong","tingle","verb","y","positive",,
"strong","tint","verb","y","neutral",,
"weak","tiny","adj","n","negative",,
"weak","tire","verb","y","negative",,
"strong","tired","adj","n","negative",,
"strong","tiresome","adj","n","negative",,
"strong","tiring","adj","n","negative",,
"strong","tiring","noun","n","negative",,
"strong","tiringly","anypos","n","negative",,
"weak","titillate","verb","y","positive",,
"strong","titillating","anypos","n","positive",,
"strong","titillatingly","anypos","n","positive",,
"strong","toast","verb","y","positive",,
"strong","togetherness","noun","n","positive",,
"strong","toil","verb","y","negative",,
"strong","tolerable","adj","n","positive",,
"strong","tolerably","adverb","n","positive",,
"strong","tolerance","adj","n","positive",,
"strong","tolerance","noun","n","positive",,
"weak","tolerant","adj","n","positive",,
"strong","tolerantly","anypos","n","positive",,
"weak","tolerate","verb","y","positive",,
"weak","toleration","noun","n","positive",,
"weak","toll","adj","n","negative",,
"weak","toll","noun","n","negative",,
"weak","too","anypos","y","negative",,
"weak","top","adj","n","positive",,
"weak","topple","verb","y","negative",,
"strong","torment","noun","n","negative",,
"strong","torment","verb","y","negative",,
"strong","tormented","adj","n","negative",,
"strong","torrent","noun","n","negative",,
"strong","torrid","anypos","n","positive",,
"strong","torridly","anypos","n","positive",,
"weak","torture","noun","n","negative",,
"weak","torture","verb","y","negative",,
"weak","tortured","adj","n","negative",,
"strong","tortuous","adj","n","negative",,
"strong","torturous","adj","n","negative",,
"strong","torturously","anypos","n","negative",,
"weak","totalitarian","adj","n","negative",,
"weak","tradition","noun","n","positive",,
"weak","traditional","adj","n","positive",,
"weak","touch","verb","y","neutral",,
"strong","touches","adj","n","neutral",,
"strong","touches","noun","n","neutral",,
"strong","touchy","adj","n","negative",,
"strong","toughness","adj","n","negative",,
"strong","toughness","noun","n","negative",,
"weak","toxic","adj","n","negative",,
"strong","traduce","verb","y","negative",,
"weak","tragedy","adj","n","negative",,
"weak","tragedy","noun","n","negative",,
"strong","tragic","adj","n","negative",,
"strong","tragically","anypos","n","negative",,
"strong","traitor","noun","n","negative",,
"strong","traitorous","adj","n","negative",,
"strong","traitorously","adj","n","negative",,
"strong","traitorously","anypos","n","negative",,
"strong","tramp","noun","n","negative",,
"strong","trample","verb","y","negative",,
"strong","tranquil","adj","n","positive",,
"strong","tranquility","adj","n","positive",,
"strong","tranquility","noun","n","positive",,
"weak","transgress","verb","y","negative",,
"weak","transgression","noun","n","negative",,
"weak","transparency","adj","n","neutral",,
"weak","transparency","noun","n","neutral",,
"weak","transparent","adj","n","neutral",,
"weak","transparent","noun","n","neutral",,
"weak","transport","verb","y","neutral",,
"strong","trauma","adj","n","negative",,
"strong","trauma","noun","n","negative",,
"strong","traumatic","adj","n","negative",,
"strong","traumatic","anypos","n","negative",,
"strong","traumatically","anypos","n","negative",,
"strong","traumatize","verb","y","negative",,
"strong","traumatized","adj","n","negative",,
"strong","travesties","noun","n","negative",,
"strong","travesty","noun","n","negative",,
"strong","travesty","verb","y","negative",,
"weak","treacherous","adj","n","negative",,
"weak","treacherously","adverb","n","negative",,
